,lon,lat,alt,Fairway,Green
6,0.0,81.17346938729497,316.118774414,1.0,0.0
7,0.0,79.28571428598019,316.478759766,1.0,0.0
8,0.0,77.39795918387671,316.818756104,1.0,0.0
9,0.0,75.51020408177322,317.012390137,1.0,0.0
10,0.0,73.62244897966974,317.012390137,1.0,0.0
11,0.0,71.73469387756626,316.992401123,1.0,0.0
12,0.0,69.84693877546277,316.972381592,1.0,0.0
13,0.0,67.95918367335929,316.786102295,1.0,0.0
14,0.0,66.07142857125581,316.566101074,1.0,0.0
15,0.0,64.18367346915232,316.406097412,1.0,0.0
16,0.0,62.29591836704884,316.286102295,1.0,0.0
17,0.0,60.40816326494536,316.197509766,1.0,0.0
18,0.0,58.520408162841875,316.137512207,1.0,0.0
19,0.0,56.632653061527094,316.037506104,1.0,0.0
20,0.0,54.74489795942361,315.957519531,1.0,0.0
21,0.0,52.85714285732013,315.917510986,1.0,0.0
22,0.0,50.969387755216644,315.815643311,1.0,0.0
23,0.0,49.08163265311316,315.675628662,1.0,0.0
24,0.0,47.19387755100968,315.515625,1.0,0.0
25,0.0,45.306122448906194,315.335632324,1.0,0.0
26,0.0,43.41836734680271,315.114318848,1.0,0.0
54,13.342267918456155,84.94897959150194,316.029693604,1.0,0.0
55,13.342267918456155,83.06122448939846,316.044616699,1.0,0.0
56,13.342267918456155,81.17346938729497,316.044616699,1.0,0.0
57,13.342267918456155,79.28571428598019,316.224609375,1.0,0.0
58,13.342267918456155,77.39795918387671,316.484619141,1.0,0.0
59,13.342267918456155,75.51020408177322,316.580322266,1.0,0.0
60,13.342267918456155,73.62244897966974,316.600341797,1.0,0.0
61,13.342267918456155,71.73469387756626,316.440338135,1.0,0.0
62,13.342267918456155,69.84693877546277,316.160339355,1.0,0.0
63,13.342267918456155,67.95918367335929,315.883300781,1.0,0.0
64,13.342267918456155,66.07142857125581,315.623321533,1.0,0.0
65,13.342267918456155,64.18367346915232,315.44329834,1.0,0.0
66,13.342267918456155,62.29591836704884,315.323303223,1.0,0.0
67,13.342267918456155,60.40816326494536,315.263305664,1.0,0.0
68,13.342267918456155,58.520408162841875,315.211425781,1.0,0.0
69,13.342267918456155,56.632653061527094,315.191436768,1.0,0.0
70,13.342267918456155,54.74489795942361,315.191436768,1.0,0.0
71,13.342267918456155,52.85714285732013,315.191436768,1.0,0.0
72,13.342267918456155,50.969387755216644,315.149993896,1.0,0.0
73,13.342267918456155,49.08163265311316,314.969970703,1.0,0.0
74,13.342267918456155,47.19387755100968,314.829986572,1.0,0.0
75,13.342267918456155,45.306122448906194,314.689971924,1.0,0.0
76,13.342267918456155,43.41836734680271,314.620666504,1.0,0.0
102,26.68453583691231,88.7244897957089,316.923919678,1.0,0.0
103,26.68453583691231,86.83673469360542,316.863922119,1.0,0.0
104,26.68453583691231,84.94897959150194,316.923919678,1.0,0.0
105,26.68453583691231,83.06122448939846,316.965545654,1.0,0.0
106,26.68453583691231,81.17346938729497,316.985565186,1.0,0.0
107,26.68453583691231,79.28571428598019,317.005554199,1.0,0.0
108,26.68453583691231,77.39795918387671,317.005554199,1.0,0.0
109,26.68453583691231,75.51020408177322,316.982513428,1.0,0.0
110,26.68453583691231,73.62244897966974,316.9425354,1.0,0.0
111,26.68453583691231,71.73469387756626,316.922515869,1.0,0.0
112,26.68453583691231,69.84693877546277,316.842529297,1.0,0.0
113,26.68453583691231,67.95918367335929,316.582946777,1.0,0.0
114,26.68453583691231,66.07142857125581,316.422943115,1.0,0.0
115,26.68453583691231,64.18367346915232,315.922943115,1.0,0.0
116,26.68453583691231,62.29591836704884,315.482940674,1.0,0.0
117,26.68453583691231,60.40816326494536,315.122955322,1.0,0.0
118,26.68453583691231,58.520408162841875,314.901519775,1.0,0.0
119,26.68453583691231,56.632653061527094,314.781524658,1.0,0.0
120,26.68453583691231,54.74489795942361,314.64151001,1.0,0.0
121,26.68453583691231,52.85714285732013,314.521514893,1.0,0.0
122,26.68453583691231,50.969387755216644,314.351593018,1.0,0.0
123,26.68453583691231,49.08163265311316,314.251586914,1.0,0.0
124,26.68453583691231,47.19387755100968,314.091583252,1.0,0.0
125,26.68453583691231,45.306122448906194,313.971588135,1.0,0.0
126,26.68453583691231,43.41836734680271,313.856811523,1.0,0.0
127,26.68453583691231,41.53061224469923,313.776794434,1.0,0.0
150,40.02680375536846,92.49999999991587,317.108947754,1.0,0.0
151,40.02680375536846,90.61224489781239,317.111175537,1.0,0.0
152,40.02680375536846,88.7244897957089,317.171173096,1.0,0.0
153,40.02680375536846,86.83673469360542,317.151153564,1.0,0.0
154,40.02680375536846,84.94897959150194,317.131164551,1.0,0.0
155,40.02680375536846,83.06122448939846,317.132171631,1.0,0.0
156,40.02680375536846,81.17346938729497,317.112182617,1.0,0.0
157,40.02680375536846,79.28571428598019,317.112182617,1.0,0.0
158,40.02680375536846,77.39795918387671,317.092193604,1.0,0.0
159,40.02680375536846,75.51020408177322,317.087280273,1.0,0.0
160,40.02680375536846,73.62244897966974,317.047271729,1.0,0.0
161,40.02680375536846,71.73469387756626,316.98727417,1.0,0.0
162,40.02680375536846,69.84693877546277,316.727264404,1.0,0.0
163,40.02680375536846,67.95918367335929,316.327270508,1.0,0.0
164,40.02680375536846,66.07142857125581,315.924987793,1.0,0.0
165,40.02680375536846,64.18367346915232,315.664978027,1.0,0.0
166,40.02680375536846,62.29591836704884,315.404998779,1.0,0.0
167,40.02680375536846,60.40816326494536,315.144989014,1.0,0.0
168,40.02680375536846,58.520408162841875,314.926147461,1.0,0.0
169,40.02680375536846,56.632653061527094,314.70614624,1.0,0.0
170,40.02680375536846,54.74489795942361,314.606140137,1.0,0.0
171,40.02680375536846,52.85714285732013,314.406158447,1.0,0.0
172,40.02680375536846,50.969387755216644,314.182800293,1.0,0.0
173,40.02680375536846,49.08163265311316,313.942810059,1.0,0.0
174,40.02680375536846,47.19387755100968,313.642822266,1.0,0.0
175,40.02680375536846,45.306122448906194,313.3828125,1.0,0.0
176,40.02680375536846,43.41836734680271,313.112731934,1.0,0.0
177,40.02680375536846,41.53061224469923,312.912719727,1.0,0.0
178,40.02680375536846,39.642857142595744,312.972717285,1.0,0.0
200,53.36907167382462,92.49999999991587,317.143341064,1.0,0.0
201,53.36907167382462,90.61224489781239,317.131896973,1.0,0.0
202,53.36907167382462,88.7244897957089,317.011901855,1.0,0.0
203,53.36907167382462,86.83673469360542,316.911895752,1.0,0.0
204,53.36907167382462,84.94897959150194,317.011901855,1.0,0.0
205,53.36907167382462,83.06122448939846,317.095550537,1.0,0.0
206,53.36907167382462,81.17346938729497,317.095550537,1.0,0.0
207,53.36907167382462,79.28571428598019,317.115539551,1.0,0.0
208,53.36907167382462,77.39795918387671,317.115539551,1.0,0.0
209,53.36907167382462,75.51020408177322,317.095550537,1.0,0.0
210,53.36907167382462,73.62244897966974,317.005950928,1.0,0.0
211,53.36907167382462,71.73469387756626,316.765960693,1.0,0.0
212,53.36907167382462,69.84693877546277,316.385955811,1.0,0.0
213,53.36907167382462,67.95918367335929,315.965942383,1.0,0.0
214,53.36907167382462,66.07142857125581,315.526733398,1.0,0.0
215,53.36907167382462,64.18367346915232,315.126708984,1.0,0.0
216,53.36907167382462,62.29591836704884,314.866729736,1.0,0.0
217,53.36907167382462,60.40816326494536,314.766723633,1.0,0.0
218,53.36907167382462,58.520408162841875,314.633331299,1.0,0.0
219,53.36907167382462,56.632653061527094,314.49331665,1.0,0.0
220,53.36907167382462,54.74489795942361,314.333312988,1.0,0.0
221,53.36907167382462,52.85714285732013,314.113311768,1.0,0.0
222,53.36907167382462,50.969387755216644,313.844787598,1.0,0.0
223,53.36907167382462,49.08163265311316,313.564788818,1.0,0.0
224,53.36907167382462,47.19387755100968,313.364776611,1.0,0.0
225,53.36907167382462,45.306122448906194,313.284790039,1.0,0.0
226,53.36907167382462,43.41836734680271,313.124786377,1.0,0.0
227,53.36907167382462,41.53061224469923,313.02532959,1.0,0.0
228,53.36907167382462,39.642857142595744,312.9453125,1.0,0.0
229,53.36907167382462,37.75510204049226,312.825317383,1.0,0.0
250,66.71133959228078,92.49999999991587,316.758728027,1.0,0.0
251,66.71133959228078,90.61224489781239,316.803833008,1.0,0.0
252,66.71133959228078,88.7244897957089,316.643859863,1.0,0.0
253,66.71133959228078,86.83673469360542,316.483856201,1.0,0.0
254,66.71133959228078,84.94897959150194,316.323852539,1.0,0.0
255,66.71133959228078,83.06122448939846,316.223846436,1.0,0.0
256,66.71133959228078,81.17346938729497,316.054779053,1.0,0.0
257,66.71133959228078,79.28571428598019,315.854797363,1.0,0.0
258,66.71133959228078,77.39795918387671,315.634796143,1.0,0.0
259,66.71133959228078,75.51020408177322,315.494781494,1.0,0.0
260,66.71133959228078,73.62244897966974,315.373474121,1.0,0.0
261,66.71133959228078,71.73469387756626,315.213470459,1.0,0.0
262,66.71133959228078,69.84693877546277,315.093475342,1.0,0.0
263,66.71133959228078,67.95918367335929,315.013458252,1.0,0.0
264,66.71133959228078,66.07142857125581,314.895812988,1.0,0.0
265,66.71133959228078,64.18367346915232,314.775787354,1.0,0.0
266,66.71133959228078,62.29591836704884,314.615814209,1.0,0.0
267,66.71133959228078,60.40816326494536,314.475799561,1.0,0.0
268,66.71133959228078,58.520408162841875,314.352905273,1.0,0.0
269,66.71133959228078,56.632653061527094,314.192901611,1.0,0.0
270,66.71133959228078,54.74489795942361,313.992919922,1.0,0.0
271,66.71133959228078,52.85714285732013,313.772918701,1.0,0.0
272,66.71133959228078,50.969387755216644,313.672912598,1.0,0.0
273,66.71133959228078,49.08163265311316,313.538543701,1.0,0.0
274,66.71133959228078,47.19387755100968,313.498535156,1.0,0.0
275,66.71133959228078,45.306122448906194,313.518554688,1.0,0.0
276,66.71133959228078,43.41836734680271,313.578552246,1.0,0.0
277,66.71133959228078,41.53061224469923,313.65133667,1.0,0.0
278,66.71133959228078,39.642857142595744,313.791320801,1.0,0.0
279,66.71133959228078,37.75510204049226,313.951324463,1.0,0.0
280,66.71133959228078,35.86734693838878,314.031341553,1.0,0.0
300,80.05360751073692,92.49999999991587,316.667755127,1.0,0.0
301,80.05360751073692,90.61224489781239,316.627746582,1.0,0.0
302,80.05360751073692,88.7244897957089,316.576049805,1.0,0.0
303,80.05360751073692,86.83673469360542,316.416046143,1.0,0.0
304,80.05360751073692,84.94897959150194,315.916046143,1.0,0.0
305,80.05360751073692,83.06122448939846,315.576049805,1.0,0.0
306,80.05360751073692,81.17346938729497,315.568328857,1.0,0.0
307,80.05360751073692,79.28571428598019,315.548339844,1.0,0.0
308,80.05360751073692,77.39795918387671,315.548339844,1.0,0.0
309,80.05360751073692,75.51020408177322,315.488342285,1.0,0.0
310,80.05360751073692,73.62244897966974,315.431640625,1.0,0.0
311,80.05360751073692,71.73469387756626,315.231628418,1.0,0.0
312,80.05360751073692,69.84693877546277,315.051635742,1.0,0.0
313,80.05360751073692,67.95918367335929,314.97164917,1.0,0.0
314,80.05360751073692,66.07142857125581,314.856750488,1.0,0.0
315,80.05360751073692,64.18367346915232,314.79675293,1.0,0.0
316,80.05360751073692,62.29591836704884,314.736755371,1.0,0.0
317,80.05360751073692,60.40816326494536,314.696777344,1.0,0.0
318,80.05360751073692,58.520408162841875,314.608551025,1.0,0.0
319,80.05360751073692,56.632653061527094,314.548553467,1.0,0.0
320,80.05360751073692,54.74489795942361,314.448547363,1.0,0.0
321,80.05360751073692,52.85714285732013,314.428527832,1.0,0.0
322,80.05360751073692,50.969387755216644,314.508544922,1.0,0.0
323,80.05360751073692,49.08163265311316,314.691040039,1.0,0.0
324,80.05360751073692,39.642857142595744,315.12600708,1.0,0.0
325,80.05360751073692,37.75510204049226,315.146026611,1.0,0.0
326,80.05360751073692,35.86734693838878,315.166015625,1.0,0.0
346,93.39587542919308,92.49999999991587,317.05847168,1.0,0.0
347,93.39587542919308,90.61224489781239,316.978485107,1.0,0.0
348,93.39587542919308,88.7244897957089,316.833435059,1.0,0.0
349,93.39587542919308,86.83673469360542,316.533416748,1.0,0.0
350,93.39587542919308,84.94897959150194,316.2734375,1.0,0.0
351,93.39587542919308,83.06122448939846,316.013427734,1.0,0.0
352,93.39587542919308,81.17346938729497,315.726806641,1.0,0.0
353,93.39587542919308,79.28571428598019,315.626800537,1.0,0.0
354,93.39587542919308,77.39795918387671,315.546783447,1.0,0.0
355,93.39587542919308,75.51020408177322,315.50680542,1.0,0.0
356,93.39587542919308,73.62244897966974,315.410827637,1.0,0.0
357,93.39587542919308,71.73469387756626,315.250823975,1.0,0.0
358,93.39587542919308,69.84693877546277,315.090820312,1.0,0.0
359,93.39587542919308,67.95918367335929,314.990844727,1.0,0.0
360,93.39587542919308,66.07142857125581,314.828460693,1.0,0.0
361,93.39587542919308,64.18367346915232,314.688476562,1.0,0.0
362,93.39587542919308,62.29591836704884,314.628448486,1.0,0.0
363,93.39587542919308,60.40816326494536,314.588470459,1.0,0.0
364,93.39587542919308,58.520408162841875,314.688476562,1.0,0.0
365,93.39587542919308,56.632653061527094,314.82711792,1.0,0.0
366,93.39587542919308,54.74489795942361,315.007110596,1.0,0.0
367,93.39587542919308,52.85714285732013,315.24710083,1.0,0.0
368,93.39587542919308,50.969387755216644,315.487091064,1.0,0.0
369,93.39587542919308,49.08163265311316,315.704803467,1.0,0.0
370,93.39587542919308,47.19387755100968,315.884796143,1.0,0.0
371,93.39587542919308,45.306122448906194,315.924804688,1.0,0.0
372,93.39587542919308,43.41836734680271,315.964782715,1.0,0.0
373,93.39587542919308,41.53061224469923,315.926574707,1.0,0.0
374,93.39587542919308,39.642857142595744,315.80657959,1.0,0.0
375,93.39587542919308,37.75510204049226,315.686553955,1.0,0.0
376,93.39587542919308,35.86734693838878,315.426574707,1.0,0.0
377,93.39587542919308,33.979591837074,315.127807617,1.0,0.0
396,106.73814334764924,92.49999999991587,317.276611328,1.0,0.0
397,106.73814334764924,90.61224489781239,316.896606445,1.0,0.0
398,106.73814334764924,88.7244897957089,316.59085083,1.0,0.0
399,106.73814334764924,86.83673469360542,316.290863037,1.0,0.0
400,106.73814334764924,84.94897959150194,316.130859375,1.0,0.0
401,106.73814334764924,83.06122448939846,315.870849609,1.0,0.0
402,106.73814334764924,81.17346938729497,315.655059814,1.0,0.0
403,106.73814334764924,79.28571428598019,315.475067139,1.0,0.0
404,106.73814334764924,77.39795918387671,315.315063477,1.0,0.0
405,106.73814334764924,75.51020408177322,315.195068359,1.0,0.0
406,106.73814334764924,73.62244897966974,315.084289551,1.0,0.0
407,106.73814334764924,71.73469387756626,314.984283447,1.0,0.0
408,106.73814334764924,69.84693877546277,314.844299316,1.0,0.0
409,106.73814334764924,67.95918367335929,314.784301758,1.0,0.0
410,106.73814334764924,66.07142857125581,314.684295654,1.0,0.0
411,106.73814334764924,64.18367346915232,314.637939453,1.0,0.0
412,106.73814334764924,62.29591836704884,314.637939453,1.0,0.0
413,106.73814334764924,60.40816326494536,314.677947998,1.0,0.0
414,106.73814334764924,58.520408162841875,314.797943115,1.0,0.0
415,106.73814334764924,56.632653061527094,315.019195557,1.0,0.0
416,106.73814334764924,54.74489795942361,315.379180908,1.0,0.0
417,106.73814334764924,52.85714285732013,315.579193115,1.0,0.0
418,106.73814334764924,50.969387755216644,315.799194336,1.0,0.0
419,106.73814334764924,49.08163265311316,315.937774658,1.0,0.0
420,106.73814334764924,47.19387755100968,315.997772217,1.0,0.0
421,106.73814334764924,45.306122448906194,315.997772217,1.0,0.0
422,106.73814334764924,43.41836734680271,315.857757568,1.0,0.0
423,106.73814334764924,41.53061224469923,315.592285156,1.0,0.0
424,106.73814334764924,39.642857142595744,315.392272949,1.0,0.0
425,106.73814334764924,37.75510204049226,315.152282715,1.0,0.0
426,106.73814334764924,35.86734693838878,315.052276611,1.0,0.0
427,106.73814334764924,33.979591837074,314.852294922,1.0,0.0
428,106.73814334764924,32.091836734970514,314.609527588,1.0,0.0
446,120.0804112661054,92.49999999991587,316.822784424,1.0,0.0
447,120.0804112661054,90.61224489781239,316.822784424,1.0,0.0
448,120.0804112661054,88.7244897957089,316.800689697,1.0,0.0
449,120.0804112661054,86.83673469360542,316.720703125,1.0,0.0
450,120.0804112661054,84.94897959150194,316.520690918,1.0,0.0
451,120.0804112661054,83.06122448939846,316.160705566,1.0,0.0
452,120.0804112661054,81.17346938729497,315.894226074,1.0,0.0
453,120.0804112661054,79.28571428598019,315.65423584,1.0,0.0
454,120.0804112661054,77.39795918387671,315.374237061,1.0,0.0
455,120.0804112661054,75.51020408177322,315.254211426,1.0,0.0
456,120.0804112661054,73.62244897966974,315.014221191,1.0,0.0
457,120.0804112661054,71.73469387756626,314.847869873,1.0,0.0
458,120.0804112661054,69.84693877546277,314.667877197,1.0,0.0
459,120.0804112661054,67.95918367335929,314.547851562,1.0,0.0
460,120.0804112661054,66.07142857125581,314.507873535,1.0,0.0
461,120.0804112661054,64.18367346915232,314.517944336,1.0,0.0
462,120.0804112661054,62.29591836704884,314.577941895,1.0,0.0
463,120.0804112661054,60.40816326494536,314.637939453,1.0,0.0
464,120.0804112661054,58.520408162841875,314.637939453,1.0,0.0
465,120.0804112661054,56.632653061527094,314.660339355,1.0,0.0
466,120.0804112661054,54.74489795942361,314.720336914,1.0,0.0
467,120.0804112661054,52.85714285732013,314.840332031,1.0,0.0
468,120.0804112661054,50.969387755216644,315.020324707,1.0,0.0
469,120.0804112661054,49.08163265311316,315.158935547,1.0,0.0
470,120.0804112661054,47.19387755100968,315.318939209,1.0,0.0
471,120.0804112661054,45.306122448906194,315.458953857,1.0,0.0
472,120.0804112661054,43.41836734680271,315.33895874,1.0,0.0
473,120.0804112661054,41.53061224469923,315.198944092,1.0,0.0
474,120.0804112661054,39.642857142595744,314.925598145,1.0,0.0
475,120.0804112661054,37.75510204049226,314.745605469,1.0,0.0
476,120.0804112661054,35.86734693838878,314.545593262,1.0,0.0
477,120.0804112661054,33.979591837074,314.225585938,1.0,0.0
478,120.0804112661054,32.091836734970514,313.991455078,1.0,0.0
479,120.0804112661054,30.20408163286703,313.811462402,1.0,0.0
496,133.42267918456156,92.49999999991587,316.535614014,1.0,0.0
497,133.42267918456156,90.61224489781239,316.355621338,1.0,0.0
498,133.42267918456156,88.7244897957089,316.125976562,1.0,0.0
499,133.42267918456156,86.83673469360542,315.885955811,1.0,0.0
500,133.42267918456156,84.94897959150194,315.66595459,1.0,0.0
501,133.42267918456156,83.06122448939846,315.425964355,1.0,0.0
502,133.42267918456156,81.17346938729497,315.285949707,1.0,0.0
503,133.42267918456156,79.28571428598019,315.027648926,1.0,0.0
504,133.42267918456156,77.39795918387671,314.807647705,1.0,0.0
505,133.42267918456156,75.51020408177322,314.627655029,1.0,0.0
506,133.42267918456156,73.62244897966974,314.507659912,1.0,0.0
507,133.42267918456156,71.73469387756626,314.386108398,1.0,0.0
508,133.42267918456156,69.84693877546277,314.306091309,1.0,0.0
509,133.42267918456156,67.95918367335929,314.226104736,1.0,0.0
510,133.42267918456156,66.07142857125581,314.126098633,1.0,0.0
511,133.42267918456156,64.18367346915232,314.076202393,1.0,0.0
512,133.42267918456156,62.29591836704884,313.976196289,1.0,0.0
513,133.42267918456156,60.40816326494536,314.116210938,1.0,0.0
514,133.42267918456156,58.520408162841875,314.336181641,1.0,0.0
515,133.42267918456156,56.632653061527094,314.5703125,1.0,0.0
516,133.42267918456156,54.74489795942361,314.890319824,1.0,0.0
517,133.42267918456156,52.85714285732013,315.210327148,1.0,0.0
518,133.42267918456156,50.969387755216644,315.650299072,1.0,0.0
519,133.42267918456156,49.08163265311316,316.005523682,1.0,0.0
520,133.42267918456156,47.19387755100968,316.085510254,1.0,0.0
521,133.42267918456156,45.306122448906194,316.085510254,1.0,0.0
522,133.42267918456156,43.41836734680271,315.885528564,1.0,0.0
523,133.42267918456156,41.53061224469923,315.625518799,1.0,0.0
524,133.42267918456156,39.642857142595744,315.473754883,1.0,0.0
525,133.42267918456156,37.75510204049226,315.333740234,1.0,0.0
526,133.42267918456156,35.86734693838878,315.073730469,1.0,0.0
527,133.42267918456156,33.979591837074,314.853729248,1.0,0.0
528,133.42267918456156,32.091836734970514,314.707733154,1.0,0.0
529,133.42267918456156,30.20408163286703,314.607727051,1.0,0.0
530,133.42267918456156,28.316326530763547,314.327728271,1.0,0.0
546,146.7649471030177,92.49999999991587,315.54196167,1.0,0.0
547,146.7649471030177,90.61224489781239,315.241943359,1.0,0.0
548,146.7649471030177,88.7244897957089,314.980987549,1.0,0.0
549,146.7649471030177,86.83673469360542,314.880981445,1.0,0.0
550,146.7649471030177,84.94897959150194,314.600982666,1.0,0.0
551,146.7649471030177,83.06122448939846,314.460968018,1.0,0.0
552,146.7649471030177,81.17346938729497,314.3409729,1.0,0.0
553,146.7649471030177,79.28571428598019,314.243286133,1.0,0.0
554,146.7649471030177,77.39795918387671,314.143280029,1.0,0.0
555,146.7649471030177,75.51020408177322,314.063262939,1.0,0.0
556,146.7649471030177,73.62244897966974,313.983276367,1.0,0.0
557,146.7649471030177,71.73469387756626,313.907775879,1.0,0.0
558,146.7649471030177,69.84693877546277,313.887786865,1.0,0.0
559,146.7649471030177,67.95918367335929,313.84777832,1.0,0.0
560,146.7649471030177,66.07142857125581,313.827789307,1.0,0.0
561,146.7649471030177,64.18367346915232,313.835571289,1.0,0.0
562,146.7649471030177,62.29591836704884,313.895568848,1.0,0.0
563,146.7649471030177,60.40816326494536,314.035583496,1.0,0.0
564,146.7649471030177,58.520408162841875,314.255584717,1.0,0.0
565,146.7649471030177,56.632653061527094,314.568695068,1.0,0.0
566,146.7649471030177,54.74489795942361,314.988708496,1.0,0.0
567,146.7649471030177,52.85714285732013,315.188690186,1.0,0.0
568,146.7649471030177,50.969387755216644,315.568695068,1.0,0.0
569,146.7649471030177,49.08163265311316,315.888702393,1.0,0.0
570,146.7649471030177,47.19387755100968,315.919616699,1.0,0.0
571,146.7649471030177,45.306122448906194,315.799621582,1.0,0.0
572,146.7649471030177,43.41836734680271,315.679595947,1.0,0.0
573,146.7649471030177,41.53061224469923,315.499603271,1.0,0.0
574,146.7649471030177,39.642857142595744,315.281738281,1.0,0.0
575,146.7649471030177,37.75510204049226,315.161712646,1.0,0.0
576,146.7649471030177,35.86734693838878,315.001739502,1.0,0.0
577,146.7649471030177,33.979591837074,314.781738281,1.0,0.0
578,146.7649471030177,32.091836734970514,314.592193604,1.0,0.0
579,146.7649471030177,30.20408163286703,314.412200928,1.0,0.0
580,146.7649471030177,28.316326530763547,314.232177734,1.0,0.0
596,160.10721502147385,92.49999999991587,314.028656006,1.0,0.0
597,160.10721502147385,90.61224489781239,314.028656006,1.0,0.0
598,160.10721502147385,88.7244897957089,314.008666992,1.0,0.0
599,160.10721502147385,86.83673469360542,313.915893555,1.0,0.0
600,160.10721502147385,84.94897959150194,313.815917969,1.0,0.0
601,160.10721502147385,83.06122448939846,313.75592041,1.0,0.0
602,160.10721502147385,81.17346938729497,313.695922852,1.0,0.0
603,160.10721502147385,79.28571428598019,313.655181885,1.0,0.0
604,160.10721502147385,77.39795918387671,313.635192871,1.0,0.0
605,160.10721502147385,75.51020408177322,313.635192871,1.0,0.0
606,160.10721502147385,73.62244897966974,313.61517334,1.0,0.0
607,160.10721502147385,71.73469387756626,313.629730225,1.0,0.0
608,160.10721502147385,69.84693877546277,313.609741211,1.0,0.0
609,160.10721502147385,67.95918367335929,313.569732666,1.0,0.0
610,160.10721502147385,66.07142857125581,313.549743652,1.0,0.0
611,160.10721502147385,64.18367346915232,313.526885986,1.0,0.0
612,160.10721502147385,62.29591836704884,313.526885986,1.0,0.0
613,160.10721502147385,60.40816326494536,313.546905518,1.0,0.0
614,160.10721502147385,58.520408162841875,313.606903076,1.0,0.0
615,160.10721502147385,56.632653061527094,313.766906738,1.0,0.0
616,160.10721502147385,54.74489795942361,314.071075439,1.0,0.0
617,160.10721502147385,52.85714285732013,314.511077881,1.0,0.0
618,160.10721502147385,50.969387755216644,314.911071777,1.0,0.0
619,160.10721502147385,49.08163265311316,315.171051025,1.0,0.0
620,160.10721502147385,47.19387755100968,315.225921631,1.0,0.0
621,160.10721502147385,45.306122448906194,315.185913086,1.0,0.0
622,160.10721502147385,43.41836734680271,315.165924072,1.0,0.0
623,160.10721502147385,41.53061224469923,315.105926514,1.0,0.0
624,160.10721502147385,39.642857142595744,315.002227783,1.0,0.0
625,160.10721502147385,37.75510204049226,314.842224121,1.0,0.0
626,160.10721502147385,35.86734693838878,314.702209473,1.0,0.0
627,160.10721502147385,33.979591837074,314.562225342,1.0,0.0
628,160.10721502147385,32.091836734970514,314.420471191,1.0,0.0
629,160.10721502147385,30.20408163286703,314.240447998,1.0,0.0
630,160.10721502147385,28.316326530763547,314.080474854,1.0,0.0
631,160.10721502147385,26.428571428660064,314.000457764,1.0,0.0
646,173.44948293993002,92.49999999991587,313.380279541,1.0,0.0
647,173.44948293993002,90.61224489781239,313.36026001,1.0,0.0
648,173.44948293993002,88.7244897957089,313.380279541,1.0,0.0
649,173.44948293993002,86.83673469360542,313.388336182,1.0,0.0
650,173.44948293993002,84.94897959150194,313.388336182,1.0,0.0
651,173.44948293993002,83.06122448939846,313.36831665,1.0,0.0
652,173.44948293993002,81.17346938729497,313.348327637,1.0,0.0
653,173.44948293993002,79.28571428598019,313.333984375,1.0,0.0
